Timestamp	Call	MHz	SNR	Drift	Grid	Pwr	Reporter	RGrid	km	az	GLat	GLong	RLat	RLong
2017-12-13T22:42:00Z	ZS6HAK	7.040159	-26	-4	KG43av	5	K1EHZ	FN42ex	12701	308	-26.125	28.0	42.958333333333336	-71.66666666666667
2017-12-13T22:54:00Z	ZS6HAK	7.040159	-23	-4	KG43av	5	G7RMG	IO80tu	9064	341	-26.125	28.0	50.833333333333336	-2.416666666666667
2017-12-13T23:02:00Z	ZS6HAK	7.040159	-22	-4	KG43av	5	G7RMG	IO80tu	9064	341	-26.125	28.0	50.833333333333336	-2.416666666666667
2017-12-13T23:10:00Z	ZS6HAK	7.040156	-20	-4	KG43av	5	CX2ABP/D	GF25hf	7828	240	-26.125	28.0	-34.791666666666664	-55.416666666666664
2017-12-14T00:42:00Z	ZS6HAK	7.040116	-25	-3	KG43av	5	EB3EI	JN11fm	7968	340	-26.125	28.0	41.5	2.4166666666666665
2017-12-14T00:42:00Z	ZS6HAK	7.040159	-22	-4	KG43av	5	G7RMG	IO80tu	9064	341	-26.125	28.0	50.833333333333336	-2.416666666666667
2017-12-14T00:42:00Z	ZS6HAK	7.040159	-19	-4	KG43av	5	K1EHZ	FN42ex	12701	308	-26.125	28.0	42.958333333333336	-71.66666666666667
2017-12-14T00:44:00Z	ZS6HAK	7.040178	-28	-4	KG43av	5	KB7PKC	CN87	16548	321	-26.125	28.0	47	-124
2017-12-14T00:52:00Z	ZS6HAK	7.040156	-24	-3	KG43av	5	G7RMG	IO80tu	9064	341	-26.125	28.0	50.833333333333336	-2.416666666666667
2017-12-14T01:12:00Z	ZS6HAK	7.040166	-22	-4	KG43av	5	N2HQI	FN13sa	13086	307	-26.125	28.0	43.0	-76.5
2017-12-14T01:24:00Z	ZS6HAK	7.040159	-26	-4	KG43av	5	K1EHZ	FN42ex	12701	308	-26.125	28.0	42.958333333333336	-71.66666666666667
2017-12-14T03:10:00Z	ZS6HAK	7.040167	-22	-4	KG43av	5	N3EDS	FM09jx	13246	303	-26.125	28.0	39.958333333333336	-79.25
2017-12-14T03:18:00Z	ZS6HAK	7.040156	-21	-4	KG43av	5	N2HQII	FN13rp	13105	308	-26.125	28.0	43.625	-76.58333333333333
2017-12-14T03:18:00Z	ZS6HAK	7.040143	-22	-4	KG43av	5	DK6UG	JN49cm	8636	347	-26.125	28.0	49.5	8.166666666666666
2017-12-14T03:18:00Z	ZS6HAK	7.040157	-24	-4	KG43av	5	DF2JP	JO31hh	8860	347	-26.125	28.0	51.291666666666664	6.583333333333333
2017-12-14T03:18:00Z	ZS6HAK	7.040158	-24	-4	KG43av	5	G0LUJ	IO83qv	9372	342	-26.125	28.0	53.875	-2.666666666666667
2017-12-14T03:30:00Z	ZS6HAK	7.040115	-31	-4	KG43av	5	EB3EI	JN11fm	7968	340	-26.125	28.0	41.5	2.4166666666666665
2017-12-14T03:52:00Z	ZS6HAK	7.040158	-28	-3	KG43av	5	W4HFZ	EN21ac	14665	303	-26.125	28.0	41.083333333333336	-96.0
2017-12-14T03:52:00Z	ZS6HAK	7.040158	-16	-4	KG43av	5	W8AC	EN91jm	13442	305	-26.125	28.0	41.5	-81.25
2017-12-14T04:20:00Z	ZS6HAK	7.040159	-22	-4	KG43av	5	KA9LHE	EN70lx	13751	303	-26.125	28.0	40.958333333333336	-85.08333333333333
2017-12-14T04:20:00Z	ZS6HAK	7.040156	-27	-4	KG43av	5	N6KOG	CM97gs	16877	302	-26.125	28.0	37.75	-121.5
2017-12-14T04:28:00Z	ZS6HAK	7.040157	-22	-4	KG43av	5	W8AC	EN91jm	13442	305	-26.125	28.0	41.5	-81.25
2017-12-14T04:28:00Z	ZS6HAK	7.040156	-25	-4	KG43av	5	W4ENN	EM64ru	13779	296	-26.125	28.0	34.833333333333336	-86.58333333333333
2017-12-14T04:36:00Z	ZS6HAK	7.040158	-24	-4	KG43av	5	G0LUJ	IO83qv	9372	342	-26.125	28.0	53.875	-2.666666666666667
2017-12-14T07:20:00Z	ZS6HAK	7.040157	-21	-4	KG43av	2	ZS6CR	KG43ol	125	112	-26.125	28.0	-26.541666666666668	29.166666666666668
2017-12-14T10:48:00Z	ZS6HAK	7.040160	-9	-4	KG43av	2	ZS6CR	KG43ol	125	112	-26.125	28.0	-26.541666666666668	29.166666666666668
2017-12-14T12:48:00Z	ZS6HAK	7.040161	-8	-4	KG43av	2	ZS6CR	KG43ol	125	112	-26.125	28.0	-26.541666666666668	29.166666666666668
2017-12-14T14:26:00Z	ZS6HAK	7.040194	-23	-4	KG43av	2	ZS1OA	JF95fx	1274	224	-26.125	28.0	-34.041666666666664	18.416666666666668
2017-12-14T16:40:00Z	ZS6HAK	7.040159	-24	-3	KG43av	2	F4CWN	JN03kn	8228	340	-26.125	28.0	43.541666666666664	0.8333333333333334
2017-12-14T16:52:00Z	ZS6HAK	7.040160	-23	-4	KG43av	2	F4CWN	JN03kn	8228	340	-26.125	28.0	43.541666666666664	0.8333333333333334
2017-12-14T17:12:00Z	ZS6HAK	7.040159	-17	-4	KG43av	2	F4CWN	JN03kn	8228	340	-26.125	28.0	43.541666666666664	0.8333333333333334
2017-12-14T17:30:00Z	ZS6HAK	7.040159	-16	-3	KG43av	2	F4CWN	JN03kn	8228	340	-26.125	28.0	43.541666666666664	0.8333333333333334
2017-12-14T17:40:00Z	ZS6HAK	7.040160	-19	-4	KG43av	2	F4CWN	JN03kn	8228	340	-26.125	28.0	43.541666666666664	0.8333333333333334
2017-12-14T17:52:00Z	ZS6HAK	7.040158	-28	-3	KG43av	2	G7RMG	IO80tu	9064	341	-26.125	28.0	50.833333333333336	-2.416666666666667
2017-12-14T18:12:00Z	ZS6HAK	7.040162	-28	-4	KG43av	2	F4CWN	JN03kn	8228	340 	-26.125	28.0	43.541666666666664	0.8333333333333334
